stage,epoch,train_loss,val_f1_macro,val_f1_non_urgent,val_acc
0,1,0.7636109020399011,0.39473684210526316,0.0,0.6521739130434783
0,2,0.7823952877003214,0.49264705882352944,0.25,0.6086956521739131
0,3,0.7437092946923297,0.4362745098039216,0.16666666666666666,0.5652173913043478
0,4,0.7145089247952336,0.49264705882352944,0.25,0.6086956521739131
0,5,0.7154364210108052,0.49264705882352944,0.25,0.6086956521739131
1,6,0.6890190049358036,0.4495726495726496,0.2222222222222222,0.5434782608695652
1,7,0.6784589808920155,0.4495726495726496,0.2222222222222222,0.5434782608695652
1,8,0.6415541547796001,0.49264705882352944,0.25,0.6086956521739131
1,9,0.5635399326034214,0.6031372549019608,0.35294117647058826,0.7608695652173914
1,10,0.6339520306690879,0.5688536409516942,0.3157894736842105,0.717391304347826
1,11,0.5376031463560851,0.5460526315789473,0.25,0.7391304347826086
1,12,0.5592057303242062,0.6217105263157895,0.375,0.782608695652174
1,13,0.614212585532147,0.6351838500360489,0.42105263157894735,0.7608695652173914
1,14,0.5587055514688077,0.6546546546546547,0.4444444444444444,0.782608695652174
1,15,0.4717989188173543,0.5787545787545787,0.2857142857142857,0.782608695652174
1,16,0.5056650949561078,0.7237237237237237,0.5555555555555556,0.8260869565217391
1,17,0.4817473538543867,0.6217105263157895,0.375,0.782608695652174
1,18,0.46950720056243567,0.6166666666666667,0.4,0.7391304347826086
1,19,0.40690019985903864,0.6247086247086246,0.46153846153846156,0.6956521739130435
1,20,0.4334450662136078,0.6617647058823529,0.5,0.7391304347826086
