stage,epoch,train_loss,val_f1_macro,val_f1_non_urgent,val_acc
0,1,0.7308141572879312,0.20689655172413793,0.41379310344827586,0.2608695652173913
0,2,0.6987688137533886,0.20689655172413793,0.41379310344827586,0.2608695652173913
0,3,0.6390524327429266,0.20689655172413793,0.41379310344827586,0.2608695652173913
0,4,0.6448622948484994,0.20689655172413793,0.41379310344827586,0.2608695652173913
0,5,0.6559367518607384,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,6,0.6804071436814272,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,7,0.6588425558121478,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,8,0.6978320971212751,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,9,0.6388105121466632,0.425,0.0,0.7391304347826086
1,10,0.6089425998958734,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,11,0.6225662492012065,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,12,0.647316130132623,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,13,0.6308110242332917,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,14,0.6220509523902434,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,15,0.6713319945205105,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,16,0.5748568649500445,0.23909774436090225,0.42105263157894735,0.2826086956521739
1,17,0.6029613161347603,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,18,0.6372547149658203,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,19,0.5643565641726301,0.20689655172413793,0.41379310344827586,0.2608695652173913
