number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout_rate,params_label_smoothing,params_lr,params_scheduler,params_unfreeze_level,params_use_focal_loss,params_weight_decay,user_attrs_accuracy,user_attrs_f1_non_urgent,state
0,0.5527777777777778,2026-09-07 17:53:46.027255,2026-09-07 17:54:01.111344,0 days 00:00:15.084089,8,0.3,0.0,1e-05,onecycle,0,True,0.001,0.6956521739130435,0.3,COMPLETE
1,0.6606304493628437,2026-09-07 17:54:01.111344,2026-09-07 17:54:38.321175,0 days 00:00:37.209831,8,0.3,0.1,3e-05,onecycle,1,True,0.001,0.7608695652173914,0.47619047619047616,COMPLETE
2,0.5216201423097975,2026-09-07 17:54:38.321175,2026-09-07 17:54:53.559661,0 days 00:00:15.238486,16,0.3,0.1,0.0001,onecycle,0,False,0.005,0.5869565217391305,0.3448275862068966,COMPLETE
3,0.6231884057971014,2026-09-07 17:54:53.559661,2026-09-07 17:55:31.034500,0 days 00:00:37.474839,8,0.5,0.1,0.0001,onecycle,1,True,0.001,0.717391304347826,0.43478260869565216,COMPLETE
4,0.6217105263157895,2026-09-07 17:55:31.034500,2026-09-07 17:56:09.570331,0 days 00:00:38.535831,16,0.3,0.1,0.0001,plateau,1,True,0.005,0.782608695652174,0.375,COMPLETE
5,0.4559139784946237,2026-09-07 17:56:09.570331,2026-09-07 17:56:24.099175,0 days 00:00:14.528844,8,0.5,0.1,3e-05,plateau,0,True,0.005,0.5217391304347826,0.26666666666666666,COMPLETE
6,0.44744744744744747,2026-09-07 17:56:24.099175,2026-09-07 17:56:39.230766,0 days 00:00:15.131591,16,0.3,0.0,3e-05,plateau,0,True,0.001,0.6521739130434783,0.1111111111111111,COMPLETE
7,0.4755197853789403,2026-09-07 17:56:39.230766,2026-09-07 17:56:54.020733,0 days 00:00:14.789967,8,0.5,0.1,3e-05,plateau,0,False,0.005,0.6304347826086957,0.19047619047619047,COMPLETE
8,0.5511042629686698,2026-09-07 17:56:54.020733,2026-09-07 17:57:32.784794,0 days 00:00:38.764061,16,0.5,0.1,0.0001,onecycle,1,False,0.001,0.5869565217391305,0.42424242424242425,COMPLETE
9,0.4492753623188406,2026-09-07 17:57:32.784794,2026-09-07 17:57:47.886254,0 days 00:00:15.101460,16,0.3,0.0,3e-05,plateau,0,False,0.0001,0.5869565217391305,0.17391304347826086,COMPLETE
10,0.5527777777777778,2026-09-07 17:57:47.886254,2026-09-07 17:58:25.297790,0 days 00:00:37.411536,8,0.3,0.1,3e-05,onecycle,1,True,0.0001,0.6956521739130435,0.3,COMPLETE
11,0.5436507936507937,2026-09-07 17:58:25.297790,2026-09-07 17:59:02.856413,0 days 00:00:37.558623,8,0.5,0.1,0.0001,onecycle,1,True,0.001,0.5652173913043478,0.4444444444444444,COMPLETE
12,0.6617647058823529,2026-09-07 17:59:02.856413,2026-09-07 17:59:55.340958,0 days 00:00:52.484545,16,0.3,0.1,3e-05,onecycle,2,True,0.001,0.7391304347826086,0.5,COMPLETE
13,0.5619047619047619,2026-09-07 17:59:55.340958,2026-09-07 18:00:47.395339,0 days 00:00:52.054381,16,0.3,0.1,3e-05,onecycle,2,True,0.0001,0.7608695652173914,0.26666666666666666,COMPLETE
14,0.5688536409516942,2026-09-07 18:00:47.395339,2026-09-07 18:01:53.327589,0 days 00:01:05.932250,16,0.3,0.0,3e-05,onecycle,2,False,0.001,0.717391304347826,0.3157894736842105,COMPLETE
