stage,epoch,train_loss,val_f1_macro,val_f1_non_urgent,val_acc
0,1,0.27980060810628143,0.20689655172413793,0.41379310344827586,0.2608695652173913
0,2,0.26342445871104364,0.20689655172413793,0.41379310344827586,0.2608695652173913
0,3,0.22674697767133298,0.20689655172413793,0.41379310344827586,0.2608695652173913
0,4,0.21183323147504227,0.20689655172413793,0.41379310344827586,0.2608695652173913
0,5,0.21826335269471872,0.2992628992628993,0.43636363636363634,0.32608695652173914
1,6,0.21604882115903107,0.5892857142857143,0.5,0.6086956521739131
1,7,0.22207103345705115,0.700250626566416,0.6285714285714286,0.717391304347826
1,8,0.20540451549965402,0.7604166666666667,0.6875,0.782608695652174
1,9,0.17978971354339435,0.7604166666666667,0.6875,0.782608695652174
1,10,0.14969414019066354,0.6413255360623782,0.5789473684210527,0.6521739130434783
1,11,0.15729522251564523,0.6805555555555556,0.6111111111111112,0.6956521739130435
1,12,0.11027769226094951,0.6541353383458646,0.5714285714285714,0.6739130434782609
1,13,0.13909465009751526,0.601923076923077,0.55,0.6086956521739131
1,14,0.1217793213284534,0.6928608115048793,0.6060606060606061,0.717391304347826
1,15,0.10616010297899661,0.6645833333333333,0.5625,0.6956521739130435
1,16,0.12845101628614508,0.6734279918864097,0.5882352941176471,0.6956521739130435
1,17,0.1402015303787978,0.601923076923077,0.55,0.6086956521739131
1,18,0.13183211373246234,0.5208333333333333,0.5,0.5217391304347826
