stage,epoch,train_loss,val_f1_macro,val_f1_non_urgent,val_acc
0,1,0.14100136685241116,0.20689655172413793,0.41379310344827586,0.2608695652173913
0,2,0.12793431842261976,0.20689655172413793,0.41379310344827586,0.2608695652173913
0,3,0.14476913669721678,0.20689655172413793,0.41379310344827586,0.2608695652173913
0,4,0.12970500695900838,0.3180296508847441,0.39215686274509803,0.32608695652173914
0,5,0.13663493935527699,0.41276595744680855,0.4,0.41304347826086957
1,6,0.13856895601814562,0.4562647754137116,0.46808510638297873,0.45652173913043476
1,7,0.15212266920694237,0.49786426198386335,0.46511627906976744,0.5
1,8,0.15065185131271028,0.4562647754137116,0.46808510638297873,0.45652173913043476
1,9,0.16215225093351687,0.4562647754137116,0.46808510638297873,0.45652173913043476
1,10,0.1343657084501506,0.35462022254475084,0.4528301886792453,0.3695652173913043
1,11,0.1337535062122866,0.4562647754137116,0.46808510638297873,0.45652173913043476
1,12,0.1457234135742396,0.4337121212121212,0.4583333333333333,0.43478260869565216
1,13,0.14165658507842183,0.35462022254475084,0.4528301886792453,0.3695652173913043
1,14,0.12084675584334494,0.35462022254475084,0.4528301886792453,0.3695652173913043
1,15,0.12555326040976686,0.4772727272727273,0.5,0.4782608695652174
1,16,0.09424227459834573,0.38076923076923075,0.46153846153846156,0.391304347826087
1,17,0.12126414241686545,0.49786426198386335,0.46511627906976744,0.5
