stage,epoch,train_loss,val_f1_macro,val_f1_non_urgent,val_acc
0,1,0.8405829201573911,0.425,0.0,0.7391304347826086
0,2,0.7383072868637417,0.425,0.0,0.7391304347826086
0,3,0.6760970794636271,0.5787545787545787,0.2857142857142857,0.782608695652174
0,4,0.5863103672214176,0.5787545787545787,0.2857142857142857,0.782608695652174
0,5,0.6709412375222081,0.6415584415584416,0.4,0.8043478260869565
1,6,0.5387935703215392,0.6541353383458646,0.5714285714285714,0.6739130434782609
1,7,0.47526732540648914,0.532656023222061,0.46153846153846156,0.5434782608695652
1,8,0.4244386301092479,0.571975916803503,0.41379310344827586,0.6304347826086957
1,9,0.3802132214541021,0.6053921568627451,0.4166666666666667,0.6956521739130435
1,10,0.43860142742810043,0.6223316912972086,0.4827586206896552,0.6739130434782609
1,11,0.44259070605039597,0.6592592592592592,0.5185185185185185,0.717391304347826
1,12,0.3862784715450328,0.5516569200779727,0.47368421052631576,0.5652173913043478
1,13,0.3420924952496653,0.6231884057971014,0.43478260869565216,0.717391304347826
1,14,0.29899854148211685,0.7116809116809117,0.5925925925925926,0.7608695652173914
1,15,0.361355798723905,0.6267748478701826,0.5294117647058824,0.6521739130434783
1,16,0.23666167421185452,0.7474509803921568,0.5882352941176471,0.8478260869565217
1,17,0.28656706181557284,0.6592592592592592,0.5185185185185185,0.717391304347826
1,18,0.31572835471319116,0.6537634408602151,0.5333333333333333,0.6956521739130435
1,19,0.21957542326139368,0.6928608115048793,0.6060606060606061,0.717391304347826
1,20,0.25998519668760506,0.7181372549019608,0.5833333333333334,0.782608695652174
