stage,epoch,train_loss,val_f1_macro,val_f1_non_urgent,val_acc
0,1,0.7548135799136969,0.425,0.0,0.7391304347826086
0,2,0.6718917974357397,0.425,0.0,0.7391304347826086
0,3,0.7182735979882746,0.425,0.0,0.7391304347826086
0,4,0.7149307832040422,0.425,0.0,0.7391304347826086
0,5,0.6651966259127757,0.50730282375852,0.15384615384615385,0.7608695652173914
1,6,0.6848680920939628,0.5787545787545787,0.2857142857142857,0.782608695652174
1,7,0.7065947068844988,0.6973684210526316,0.5,0.8260869565217391
1,8,0.6529731059986386,0.6546546546546547,0.4444444444444444,0.782608695652174
1,9,0.6608241451242582,0.6546546546546547,0.4444444444444444,0.782608695652174
1,10,0.5999262867078103,0.6166666666666667,0.4,0.7391304347826086
1,11,0.5996616173311661,0.6231884057971014,0.43478260869565216,0.717391304347826
1,12,0.5635224378825537,0.6805555555555556,0.5,0.782608695652174
1,13,0.59684021746526,0.6805555555555556,0.5,0.782608695652174
1,14,0.5690637051733465,0.6231884057971014,0.43478260869565216,0.717391304347826
1,15,0.5363472406981421,0.6231884057971014,0.43478260869565216,0.717391304347826
1,16,0.5125873675111865,0.7015140591204037,0.5263157894736842,0.8043478260869565
1,17,0.5627715743956019,0.6805555555555556,0.5,0.782608695652174
1,18,0.5609398761082217,0.6231884057971014,0.43478260869565216,0.717391304347826
1,19,0.5920900699219417,0.6805555555555556,0.5,0.782608695652174
1,20,0.521669776061845,0.6805555555555556,0.5,0.782608695652174
