number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout_rate,params_label_smoothing,params_lr,params_scheduler,params_unfreeze_level,params_use_focal_loss,params_weight_decay,user_attrs_accuracy,user_attrs_f1_non_urgent,state
0,0.5253071253071253,2026-09-07 15:09:16.140933,2026-09-07 15:10:47.046991,0 days 00:01:30.906058,16,0.5,0.0,1e-05,onecycle,2,False,0.005,0.5434782608695652,0.43243243243243246,COMPLETE
1,0.7116809116809117,2026-09-07 15:10:47.046991,2026-09-07 15:11:35.505290,0 days 00:00:48.458299,16,0.5,0.1,0.0001,onecycle,1,False,0.005,0.7608695652173914,0.5925925925925926,COMPLETE
2,0.6068376068376069,2026-09-07 15:11:35.505290,2026-09-07 15:11:58.590197,0 days 00:00:23.084907,8,0.3,0.0,3e-05,plateau,0,False,0.0001,0.6739130434782609,0.4444444444444444,COMPLETE
3,0.640625,2026-09-07 15:11:58.590197,2026-09-07 15:12:18.789051,0 days 00:00:20.198854,8,0.3,0.0,0.0001,onecycle,0,False,0.001,0.6956521739130435,0.5,COMPLETE
4,0.425,2026-09-07 15:12:18.789051,2026-09-07 15:12:39.570113,0 days 00:00:20.781062,16,0.5,0.0,0.0001,onecycle,0,True,0.005,0.7391304347826086,0.0,COMPLETE
5,0.6837652035959809,2026-09-07 15:12:39.572121,2026-09-07 15:14:08.379562,0 days 00:01:28.807441,8,0.5,0.0,3e-05,plateau,2,True,0.0001,0.717391304347826,0.5806451612903226,COMPLETE
6,0.34782608695652173,2026-09-07 15:14:08.379562,2026-09-07 15:14:29.057662,0 days 00:00:20.678100,8,0.3,0.0,3e-05,plateau,0,True,0.005,0.34782608695652173,0.34782608695652173,COMPLETE
7,0.6351136964569011,2026-09-07 15:14:29.057662,2026-09-07 15:14:49.520758,0 days 00:00:20.463096,8,0.3,0.0,3e-05,plateau,0,True,0.001,0.6739130434782609,0.5161290322580645,COMPLETE
8,0.7015140591204037,2026-09-07 15:14:49.520758,2026-09-07 15:15:39.178448,0 days 00:00:49.657690,16,0.3,0.1,0.0003,plateau,1,False,0.0001,0.8043478260869565,0.5263157894736842,COMPLETE
9,0.6267748478701826,2026-09-07 15:15:39.178448,2026-09-07 15:16:28.973512,0 days 00:00:49.795064,16,0.3,0.0,1e-05,onecycle,1,True,0.001,0.6521739130434783,0.5294117647058824,COMPLETE
10,0.6080200501253132,2026-09-07 15:16:28.973512,2026-09-07 15:17:18.333122,0 days 00:00:49.359610,8,0.5,0.1,0.0001,onecycle,1,False,0.005,0.6304347826086957,0.5142857142857142,COMPLETE
11,0.7116809116809117,2026-09-07 15:17:18.333122,2026-09-07 15:17:58.808545,0 days 00:00:40.475423,16,0.5,0.1,0.0003,plateau,1,False,0.0001,0.7608695652173914,0.5925925925925926,COMPLETE
12,0.5705159705159706,2026-09-07 15:17:58.808545,2026-09-07 15:19:01.564882,0 days 00:01:02.756337,16,0.5,0.1,1e-05,plateau,1,False,0.001,0.5869565217391305,0.4864864864864865,COMPLETE
13,0.681159420289855,2026-09-07 15:19:01.564882,2026-09-07 16:20:35.550673,0 days 01:01:33.985791,16,0.5,0.1,0.0003,plateau,2,False,0.0001,0.7608695652173914,0.5217391304347826,COMPLETE
14,0.6166666666666667,2026-09-07 16:20:35.550673,2026-09-07 16:21:28.236428,0 days 00:00:52.685755,16,0.5,0.1,0.0001,onecycle,1,True,0.005,0.7391304347826086,0.4,COMPLETE
