stage,epoch,train_loss,val_f1_macro,val_f1_non_urgent,val_acc
0,1,0.6928786233715389,0.425,0.0,0.7391304347826086
0,2,0.7222551107406616,0.5460526315789473,0.25,0.7391304347826086
0,3,0.6804037120031274,0.6231884057971014,0.43478260869565216,0.717391304347826
0,4,0.7078350121560304,0.7032258064516128,0.6,0.7391304347826086
0,5,0.6471099840558093,0.7032258064516128,0.6,0.7391304347826086
1,6,0.6339466442232546,0.7230432402846196,0.6206896551724138,0.7608695652173914
1,7,0.6665109719919122,0.7032258064516128,0.6,0.7391304347826086
1,8,0.6214706703372623,0.7116809116809117,0.5925925925925926,0.7608695652173914
1,9,0.6218892893065577,0.6541353383458646,0.5714285714285714,0.6739130434782609
1,10,0.5640716034433116,0.7015140591204037,0.5263157894736842,0.8043478260869565
1,11,0.5587563696114913,0.7223340040241448,0.5714285714285714,0.8043478260869565
1,12,0.525080733973047,0.7745098039215685,0.6666666666666666,0.8260869565217391
1,13,0.5338643491268158,0.5892857142857143,0.5,0.6086956521739131
1,14,0.5114290215398954,0.5619047619047619,0.5238095238095238,0.5652173913043478
1,15,0.5072907423195632,0.601923076923077,0.55,0.6086956521739131
1,16,0.4762425830830698,0.5705159705159706,0.4864864864864865,0.5869565217391305
1,17,0.5044689320999644,0.5892857142857143,0.5,0.6086956521739131
1,18,0.5987773563550867,0.5134615384615384,0.45,0.5217391304347826
1,19,0.4450746282287266,0.5134615384615384,0.45,0.5217391304347826
1,20,0.4879433778317078,0.5892857142857143,0.5,0.6086956521739131
2,21,0.47761732728584955,0.5380200860832138,0.4878048780487805,0.5434782608695652
2,22,0.5702713067116945,0.5380200860832138,0.4878048780487805,0.5434782608695652
