stage,epoch,train_loss,val_f1_macro,val_f1_non_urgent,val_acc
0,1,0.6241975195420896,0.5436507936507937,0.4444444444444444,0.5652173913043478
0,2,0.514815403464062,0.7015140591204037,0.5263157894736842,0.8043478260869565
0,3,0.48834920059787773,0.6617647058823529,0.5,0.7391304347826086
0,4,0.5476647882513661,0.6267748478701826,0.5294117647058824,0.6521739130434783
0,5,0.4937445843806032,0.41276595744680855,0.425531914893617,0.41304347826086957
1,6,0.47579878405795073,0.7015140591204037,0.5263157894736842,0.8043478260869565
1,7,0.4896189736538246,0.50730282375852,0.15384615384615385,0.7608695652173914
1,8,0.4634367885485373,0.7012987012987013,0.5454545454545454,0.782608695652174
1,9,0.4742274440702845,0.6415584415584416,0.4,0.8043478260869565
1,10,0.4820247816909206,0.6752941176470588,0.47058823529411764,0.8043478260869565
1,11,0.46085925180403914,0.6606304493628437,0.47619047619047616,0.7608695652173914
1,12,0.49041281111253415,0.6592592592592592,0.5185185185185185,0.717391304347826
