stage,epoch,train_loss,val_f1_macro,val_f1_non_urgent,val_acc
0,1,0.19602034208567246,0.425,0.0,0.7391304347826086
0,2,0.2252136520717455,0.48225108225108226,0.13333333333333333,0.717391304347826
0,3,0.16684960671093152,0.5072463768115942,0.2608695652173913,0.6304347826086957
0,4,0.1887086798315463,0.21142857142857144,0.28,0.21739130434782608
0,5,0.15758333970671115,0.2378167641325536,0.37037037037037035,0.2608695652173913
1,6,0.1714801736499952,0.19298245614035087,0.38596491228070173,0.2391304347826087
1,7,0.1557177246912666,0.2826510721247563,0.4074074074074074,0.30434782608695654
1,8,0.1581403321546057,0.4881470730527334,0.41025641025641024,0.5
1,9,0.11797872056131778,0.6267748478701826,0.5294117647058824,0.6521739130434783
1,10,0.11468221311983855,0.6726874657909141,0.5517241379310345,0.717391304347826
1,11,0.09528784777807153,0.6726874657909141,0.5517241379310345,0.717391304347826
1,12,0.09298882730629134,0.640625,0.5,0.6956521739130435
1,13,0.11826767286528712,0.6617647058823529,0.5,0.7391304347826086
1,14,0.10245357324247775,0.640625,0.5,0.6956521739130435
1,15,0.08321343556694362,0.6645833333333333,0.5625,0.6956521739130435
1,16,0.105503232906694,0.6837652035959809,0.5806451612903226,0.717391304347826
1,17,0.09820939956799797,0.6537634408602151,0.5333333333333333,0.6956521739130435
1,18,0.0776855582776277,0.6837652035959809,0.5806451612903226,0.717391304347826
1,19,0.0753440309477889,0.6837652035959809,0.5806451612903226,0.717391304347826
1,20,0.09052641041900801,0.6837652035959809,0.5806451612903226,0.717391304347826
2,21,0.08865344977897147,0.6726874657909141,0.5517241379310345,0.717391304347826
2,22,0.09604570075221684,0.6919642857142857,0.5714285714285714,0.7391304347826086
2,23,0.07718249961085942,0.6919642857142857,0.5714285714285714,0.7391304347826086
2,24,0.0927946502747743,0.6726874657909141,0.5517241379310345,0.717391304347826
2,25,0.07211776369291803,0.7116809116809117,0.5925925925925926,0.7608695652173914
2,26,0.07660857247917549,0.6080200501253132,0.5142857142857142,0.6304347826086957
2,27,0.0759169964686684,0.6726874657909141,0.5517241379310345,0.717391304347826
2,28,0.05915964362413987,0.7116809116809117,0.5925925925925926,0.7608695652173914
2,29,0.058179829593585884,0.697910447761194,0.56,0.7608695652173914
2,30,0.05340864444556444,0.731934731934732,0.6153846153846154,0.782608695652174
2,31,0.05432946850424227,0.6726874657909141,0.5517241379310345,0.717391304347826
2,32,0.049676444543444595,0.6919642857142857,0.5714285714285714,0.7391304347826086
2,33,0.048358814547891205,0.7116809116809117,0.5925925925925926,0.7608695652173914
2,34,0.03641395035969174,0.6415584415584416,0.45454545454545453,0.7391304347826086
2,35,0.04239441583985868,0.7116809116809117,0.5925925925925926,0.7608695652173914
2,36,0.049146036576965584,0.6919642857142857,0.5714285714285714,0.7391304347826086
2,37,0.04225231747588386,0.6726874657909141,0.5517241379310345,0.717391304347826
2,38,0.029059403454479965,0.6726874657909141,0.5517241379310345,0.717391304347826
2,39,0.036091505914278656,0.6726874657909141,0.5517241379310345,0.717391304347826
2,40,0.025155613036907238,0.6726874657909141,0.5517241379310345,0.717391304347826
