stage,epoch,train_loss,val_f1_macro,val_f1_non_urgent,val_acc
0,1,0.7623562605484672,0.425,0.0,0.7391304347826086
0,2,0.6970589420069819,0.425,0.0,0.7391304347826086
0,3,0.6839825951534769,0.425,0.0,0.7391304347826086
0,4,0.673731803894043,0.20689655172413793,0.41379310344827586,0.2608695652173913
0,5,0.6323306716006735,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,6,0.5862629517264988,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,7,0.6262641004894091,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,8,0.6034910756608715,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,9,0.6076498187106588,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,10,0.6364847007005111,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,11,0.6057384014129639,0.20689655172413793,0.41379310344827586,0.2608695652173913
