number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout_rate,params_label_smoothing,params_lr,params_scheduler,params_unfreeze_level,params_use_focal_loss,params_weight_decay,user_attrs_accuracy,user_attrs_f1_non_urgent,state
0,0.425,2026-09-07 13:49:55.671201,2026-09-07 13:50:10.797352,0 days 00:00:15.126151,16,0.5,0.1,1e-05,plateau,0,False,0.001,0.7391304347826086,0.0,COMPLETE
1,0.7223340040241448,2026-09-07 13:50:10.797352,2026-09-07 13:51:17.152298,0 days 00:01:06.354946,16,0.3,0.1,0.0001,onecycle,2,True,0.001,0.8043478260869565,0.5714285714285714,COMPLETE
2,0.7181372549019608,2026-09-07 13:51:17.152298,2026-09-07 13:51:55.473800,0 days 00:00:38.321502,16,0.3,0.1,0.0001,onecycle,1,True,0.001,0.782608695652174,0.5833333333333334,COMPLETE
3,0.764102564102564,2026-09-07 13:51:55.473800,2026-09-07 13:52:11.023356,0 days 00:00:15.549556,8,0.3,0.1,0.0001,plateau,0,False,0.001,0.8043478260869565,0.6666666666666666,COMPLETE
4,0.5619047619047619,2026-09-07 13:52:11.023356,2026-09-07 13:52:26.178415,0 days 00:00:15.155059,8,0.3,0.1,3e-05,onecycle,0,True,0.001,0.5869565217391305,0.45714285714285713,COMPLETE
5,0.7015140591204037,2026-09-07 13:52:26.178415,2026-09-07 13:53:42.662071,0 days 00:01:16.483656,16,0.5,0.1,1e-05,onecycle,2,True,0.0001,0.8043478260869565,0.5263157894736842,COMPLETE
6,0.7324167107350608,2026-09-07 13:53:42.662071,2026-09-07 13:54:50.605710,0 days 00:01:07.943639,16,0.5,0.1,3e-05,onecycle,2,True,0.005,0.7608695652173914,0.6451612903225806,COMPLETE
7,0.7528358208955224,2026-09-07 13:54:50.605710,2026-09-07 13:55:51.444904,0 days 00:01:00.839194,16,0.3,0.0,0.0001,onecycle,2,True,0.0001,0.8043478260869565,0.64,COMPLETE
8,0.7678442682047584,2026-09-07 13:55:51.444904,2026-09-07 13:56:30.750886,0 days 00:00:39.305982,8,0.5,0.0,0.0003,plateau,1,True,0.0001,0.8478260869565217,0.631578947368421,COMPLETE
9,0.7433035714285714,2026-09-07 13:56:30.750886,2026-09-07 13:57:36.841299,0 days 00:01:06.090413,16,0.3,0.1,1e-05,plateau,2,True,0.0001,0.782608695652174,0.6428571428571429,COMPLETE
10,0.7528358208955224,2026-09-07 13:57:36.841299,2026-09-07 13:58:16.111292,0 days 00:00:39.269993,8,0.5,0.0,0.0001,plateau,1,True,0.0001,0.8043478260869565,0.64,COMPLETE
11,0.764102564102564,2026-09-07 13:58:16.111292,2026-09-07 13:58:31.410930,0 days 00:00:15.299638,8,0.3,0.1,0.0001,plateau,0,False,0.005,0.8043478260869565,0.6666666666666666,COMPLETE
12,0.7391304347826086,2026-09-07 13:58:31.410930,2026-09-07 13:59:10.867595,0 days 00:00:39.456665,8,0.5,0.0,0.0003,onecycle,1,True,0.0001,0.8043478260869565,0.6086956521739131,COMPLETE
13,0.6231884057971014,2026-09-07 13:59:10.867595,2026-09-07 13:59:26.337274,0 days 00:00:15.469679,8,0.5,0.1,0.0001,plateau,0,False,0.001,0.717391304347826,0.43478260869565216,COMPLETE
14,0.7181372549019608,2026-09-07 13:59:26.337274,2026-09-07 14:00:05.978099,0 days 00:00:39.640825,8,0.3,0.0,0.0003,plateau,1,False,0.0001,0.782608695652174,0.5833333333333334,COMPLETE
