stage,epoch,train_loss,val_f1_macro,val_f1_non_urgent,val_acc
0,1,0.34520205126508424,0.5619047619047619,0.26666666666666666,0.7608695652173914
0,2,0.2105790894964467,0.697910447761194,0.56,0.7608695652173914
0,3,0.204049245170925,0.5892857142857143,0.5,0.6086956521739131
0,4,0.15555468703741612,0.6260162601626016,0.5853658536585366,0.6304347826086957
0,5,0.13725204960159634,0.5851922164214522,0.5581395348837209,0.5869565217391305
1,6,0.14986179258836352,0.6661828737300435,0.6153846153846154,0.6739130434782609
1,7,0.15381441459707593,0.7125,0.625,0.7391304347826086
1,8,0.14318836367000704,0.5643939393939394,0.5454545454545454,0.5652173913043478
1,9,0.1264794519090134,0.4542002847650688,0.4897959183673469,0.45652173913043476
1,10,0.13914027972065884,0.406025824964132,0.47058823529411764,0.41304347826086957
1,11,0.15884749988174957,0.6260162601626016,0.5853658536585366,0.6304347826086957
1,12,0.10696001723408699,0.5851922164214522,0.5581395348837209,0.5869565217391305
1,13,0.15278714571310126,0.700250626566416,0.6285714285714286,0.717391304347826
1,14,0.12693835406199747,0.6661828737300435,0.6153846153846154,0.6739130434782609
1,15,0.11863392712953298,0.6057142857142856,0.5714285714285714,0.6086956521739131
1,16,0.12888511416056883,0.6661828737300435,0.6153846153846154,0.6739130434782609
1,17,0.10423327966228775,0.5643939393939394,0.5454545454545454,0.5652173913043478
