stage,epoch,train_loss,val_f1_macro,val_f1_non_urgent,val_acc
0,1,0.2215018376060154,0.20689655172413793,0.41379310344827586,0.2608695652173913
0,2,0.316420158614283,0.20689655172413793,0.41379310344827586,0.2608695652173913
0,3,0.227120253054992,0.20689655172413793,0.41379310344827586,0.2608695652173913
0,4,0.2286968302467595,0.20689655172413793,0.41379310344827586,0.2608695652173913
0,5,0.2523717692364817,0.5511042629686698,0.42424242424242425,0.5869565217391305
1,6,0.2545841750891312,0.5527777777777778,0.3,0.6956521739130435
1,7,0.2661034847083299,0.5372233400402414,0.2857142857142857,0.6739130434782609
1,8,0.22770050556763358,0.5527777777777778,0.3,0.6956521739130435
1,9,0.19247109280980151,0.5309803921568628,0.23529411764705882,0.717391304347826
1,10,0.22883698992107226,0.48888888888888893,0.2,0.6521739130434783
1,11,0.18216921324315277,0.5460526315789473,0.25,0.7391304347826086
1,12,0.21258287714875262,0.5460526315789473,0.25,0.7391304347826086
1,13,0.21336297237354776,0.5309803921568628,0.23529411764705882,0.717391304347826
1,14,0.20530946617541107,0.5220779220779221,0.2727272727272727,0.6521739130434783
1,15,0.19375429075697195,0.5490196078431372,0.3333333333333333,0.6521739130434783
1,16,0.18587992631870767,0.5174825174825175,0.3076923076923077,0.6086956521739131
