stage,epoch,train_loss,val_f1_macro,val_f1_non_urgent,val_acc
0,1,0.26567675108494965,0.20689655172413793,0.41379310344827586,0.2608695652173913
0,2,0.22608986464531525,0.20689655172413793,0.41379310344827586,0.2608695652173913
0,3,0.19206914240899292,0.425,0.0,0.7391304347826086
0,4,0.16484726285156998,0.20689655172413793,0.41379310344827586,0.2608695652173913
0,5,0.1576945260167122,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,6,0.1576133869264437,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,7,0.17992391113353812,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,8,0.156053573217081,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,9,0.17295987223801407,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,10,0.18676905722721762,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,11,0.15684952165769495,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,12,0.1826352389610332,0.20689655172413793,0.41379310344827586,0.2608695652173913
1,13,0.15292573428672293,0.20689655172413793,0.41379310344827586,0.2608695652173913
